ers\usermode\oemdrv\hp\hpmini\deskjet\vcs\pcl3ppa\bin\ARCH\retail\csproces.lib(obj\ARCH\csprc32.obj) not compiled with /GS
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\d3dfvf.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\d3dnt.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\d3dringbuf.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\d3dsurface.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\d3dvertex.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ddctxt.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\deferagp.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\destsurf.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\dirtyflags.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\dp2dp.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\dp2pixelshader.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\drawprim2.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\dstddlocal.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\dx7ps.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\dx8ps1_3.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\dx8ps1_4.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\dx9ps2_0.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\fileio.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\fillmode.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\getdrvstate.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\gmm_d3d_util.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\hwz_bmp.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\hwz_bpl.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\hwz_clear.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\hwz_cmddispatch.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\hwz_d3dctxt.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\hwz_d3dringbuf.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\hwz_scncap.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\hwz_setrtarg.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\hwz_state.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\hwz_syncstate.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\hwz_zone.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\indirectstate.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\init.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\linelist.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\linestrip.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\lock.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\palette.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\pixelshader.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\pixelshaderconstant.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\pointlist.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\pointsprite.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\primproc.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\psdebug.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\regproc.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\resource.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\scncap.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\setrtarg.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\setscissorrect.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\slopescaledepthbias.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\srccopyblt.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\state.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\stateblock.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\stateproc.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\stream.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\stretchblt.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\surfaceblt.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\swz_bpl.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\swz_clear.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\swz_cmddispatch.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\swz_d3dctxt.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\swz_line.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\swz_point.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\swz_rect.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\swz_scncap.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\swz_setrtarg.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\swz_syncstate.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\swz_textureblt.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\swz_triangle.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\swz_viewport.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\swz_zone.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\syncstate.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\texstate.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\texturealias.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\textureblt.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\trifan.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\trilist.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\tristrip.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\unlock.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\valitex.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\vertex.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\viewport.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\ialmd3d.lib(\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\d3d\winfo.obj)
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\ddraw\ddblt.obj
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\ddraw\ddcom.obj
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\ddraw\ddcomext.obj
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\ddraw\ddnt.obj
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\ddraw\ddovl.obj
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\ddraw\ddrmc.obj
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\ddraw\deinterlace.obj
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\ddraw\dxva.obj
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\ddraw\globaldebug.obj
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\ddraw\halalpha.obj
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\ddraw\halddcap.obj
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\ddraw\halddcom.obj
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\ddraw\halddgb.obj
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\ddraw\haldxva.obj
ialmdd5.dll:: No symbols for D:\ccviews\ccpc14_ct_fm6sapp027_neb_1210.vws\gfx_development\dump_64\ialm\nt5\release\ddraw\halflip.obj
